;Plot_period;Averaging;Ion_masking;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan;Ion_contamination_correction
27;;;;0.0732327413115199;0.0015727413115199;0.00160725868848;2020-11-18 11:50:35.277024;2020-11-18 12:50:35.277024;2020-11-18 14:20:35.277024;2020-11-18 15:20:35.277024;2020-11-18 14:36:00;1243.547620170208;3885.71397265625;2642.1663524860423;27.490944967494325;3.864795757141233;3.370600630396368;1344.4927813573972;100.94516118718934;-1.0;27.761280616178688;0.0105070146662256;1.0;
28;;;;0.0780319319253342;0.0031919319253342;0.0033280680746657;2020-11-18 11:50:03.883430;2020-11-18 12:50:03.883430;2020-11-18 14:20:03.883430;2020-11-18 15:20:03.883430;2020-11-18 15:20:00;1137.3898923628726;2896.4300337357954;1759.0401413729228;25.22418272163364;3.828597757004512;3.1843839275722425;1593.360130045573;455.9702376827004;-1.0;25.51308595131724;0.0145039816609326;1.0;
29;2020-11-18-1000;Mean;;0.0329508725225903;0.0017508725225903;0.0018491274774096;2020-11-18 11:59:07.002507;2020-11-18 12:59:07.002507;2020-11-18 14:29:07.002507;2020-11-18 15:29:07.002507;2020-11-18 14:48:00;1780.564531511742;8867.6064453125;7087.041913800758;1810.092529296875;148.30889301725207;7.378201710338883;3579.1344753911635;1798.5699438794215;1.872461317076998;1816.1581683224515;0.2562646292222154;1.0;True
30;2020-11-18-1700;Resampled to 2min;;0.0348955584566288;0.0018955584566288;0.0020044415433711;2020-11-18 11:58:22.126851;2020-11-18 12:58:22.126851;2020-11-18 14:28:22.126851;2020-11-18 15:28:22.126851;2020-11-18 14:46:00;2800.7762898642163;13891.95927525464;11091.182985390424;2316.6239660088136;190.0267721679403;8.56915865178528;5503.960257676208;2703.183967811992;-1.0;2324.4046063512637;0.2095722890347247;1.0;
31;;;;0.0363648181626142;0.0015648181626142;0.0016351818373857;2020-11-18 11:57:50.713501;2020-11-18 12:57:50.713501;2020-11-18 14:27:50.713501;2020-11-18 15:27:50.713501;2020-11-18 14:44:00;1621.9302703928138;11368.409792131;9746.479521738183;1696.0586168425689;117.08477020636596;12.434992052054628;3670.205602871151;2048.275332478337;2.6132807669661324;1700.0951959170416;0.1744317209229458;1.0;
32;;;;0.0392784928427759;0.0012784928427759;0.001321507157224;2020-11-18 11:56:53.890366;2020-11-18 12:56:53.890366;2020-11-18 14:26:53.890366;2020-11-18 15:26:53.890366;2020-11-18 14:42:00;1236.4045022324608;7251.907708175011;6015.50320594255;1303.1748207247674;98.38073237409355;9.371130518641518;2898.549786692243;1662.145284459782;2.5893395562036887;1306.8830788840648;0.2172524947859775;1.0;
33;;;;0.0418798280798763;0.0012798280798763;0.0013201719201236;2020-11-18 11:56:08.431850;2020-11-18 12:56:08.431850;2020-11-18 14:26:08.431850;2020-11-18 15:26:08.431850;2020-11-18 14:46:00;1085.015694057953;7008.79086069131;5923.775166633357;1240.0245930476249;89.19429418899617;9.150862733678396;2473.689719764845;1388.6740257068925;2.1451802328092766;1243.228303039631;0.2098709468317298;1.0;
34;;;;0.0445295407566707;0.0013295407566707;0.0013704592433292;2020-11-18 11:55:26.442000;2020-11-18 12:55:26.442000;2020-11-18 14:25:26.442000;2020-11-18 15:25:26.442000;2020-11-18 14:42:00;770.8531275259927;5857.87944443211;5087.026316906117;1107.606235539553;73.51256507109665;12.810112408872136;2069.180371927983;1298.32724440199;3.2694381566333157;1110.0430938614193;0.2182106057073707;1.0;
35;;;;0.047762223566329;0.001862223566329;0.0019377764336709;2020-11-18 11:54:40.215391;2020-11-18 12:54:40.215391;2020-11-18 14:24:40.215391;2020-11-18 15:24:40.215391;2020-11-18 14:42:00;690.3096351010372;5274.451048183684;4584.141413082647;891.9679933194956;59.040895842222895;9.320513268834604;1520.0885941133508;829.7789590123136;1.6871132674053482;893.9198669278247;0.1950026812821859;1.0;
36;;;;0.0514685340766569;0.0017685340766569;0.001831465923343;2020-11-18 11:53:52.902145;2020-11-18 12:53:52.902145;2020-11-18 14:23:52.902145;2020-11-18 15:23:52.902145;2020-11-18 14:40:00;558.2193512907548;4133.455233539281;3575.235882248526;781.5672670494782;52.570218134709336;8.65229229406538;1420.5142412097;862.2948899189452;2.086807046299111;783.3332756610823;0.2190997465511089;1.0;
37;;;;0.0556003597110666;0.0023003597110666;0.0023996402889333;2020-11-18 11:53:06.095434;2020-11-18 12:53:06.095434;2020-11-18 14:23:06.095434;2020-11-18 15:23:06.095434;2020-11-18 14:40:00;453.8131533977488;3079.988018266057;2626.1748648683083;593.1060087173809;41.68198970078278;8.067143080746261;964.3009424651638;510.487789067415;1.5681278845790656;594.5688571074658;0.2264010919689009;1.0;
38;;;;0.0603042287074463;0.0023042287074463;0.0023957712925536;2020-11-18 11:52:19.068925;2020-11-18 12:52:19.068925;2020-11-18 14:22:19.068925;2020-11-18 15:22:19.068925;2020-11-18 14:42:00;274.5581208663307;2437.358201089627;2162.8000802232964;519.9950239240519;32.00679392351082;8.431969596242203;774.0497211993627;499.491600333032;1.947335782950246;520.9791356312049;0.2408817811664853;1.0;
39;;;;0.0649592949469127;0.0022592949469127;0.0023407050530872;2020-11-18 11:51:37.922179;2020-11-18 12:51:37.922179;2020-11-18 14:21:37.922179;2020-11-18 15:21:37.922179;2020-11-18 14:42:00;273.1150402014892;1630.7109757846715;1357.5959355831826;421.41116231245326;31.62189340199783;8.426071083962823;571.1030954946388;297.9880552931496;1.84949620889468;422.5959203114248;0.3112825467688884;1.0;
40;;;;0.0701400741374002;0.0028400741374002;0.0029599258625997;2020-11-18 11:50:57.311261;2020-11-18 12:50:57.311261;2020-11-18 14:20:57.311261;2020-11-18 15:20:57.311261;2020-11-18 14:42:00;241.21535530537344;1055.4958823403515;814.280527034978;305.0657688575322;26.74698937789107;6.132106840950928;414.9608842437255;173.745528938352;-1.0;306.2360605307909;0.3760817683383411;1.0;
41;;;;0.0758965084835923;0.0027965084835923;0.0029034915164076;2020-11-18 11:50:17.458892;2020-11-18 12:50:17.458892;2020-11-18 14:20:17.458892;2020-11-18 15:20:17.458892;2020-11-18 14:40:00;142.84222286808057;1218.0993576219607;1075.25713475388;325.84731952524754;20.53063709192984;8.525267115793042;436.5454841607073;293.70326129262673;2.3286511424751715;326.4934650206483;0.3036422214444368;1.0;
42;;;;0.0821296535972239;0.0033296535972239;0.003470346402776;2020-11-18 11:49:39.435269;2020-11-18 12:49:39.435269;2020-11-18 14:19:39.435269;2020-11-18 15:19:39.435269;2020-11-18 14:34:00;157.24964991800036;661.151816671707;503.9021667537066;220.79962447408587;19.783405435236173;4.211043097807087;258.223242179218;100.97359226121765;-1.0;221.6841385812532;0.4399348786479941;1.0;
43;;;;0.0894149875580151;0.0038149875580151;0.0039850124419848;2020-11-18 11:49:00.493692;2020-11-18 12:49:00.493692;2020-11-18 14:19:00.493692;2020-11-18 15:19:00.493692;2020-11-18 14:36:00;127.9430166078883;752.3281714932889;624.3851548854007;218.00026662347577;16.520779079799624;7.315627910508208;216.3889679020409;88.4459512941526;-1.0;218.62536995808625;0.3501450478882904;1.0;
44;;;;0.097173761890749;0.003773761890749;0.0039262381092509;2020-11-18 11:48:24.305426;2020-11-18 12:48:24.305426;2020-11-18 14:18:24.305426;2020-11-18 15:18:24.305426;2020-11-18 14:34:00;88.07667123145231;564.7072334430039;476.6305622115516;188.52120076169376;13.74092367773417;4.988565103276306;203.58682587133396;115.51015463988162;1.2089655431176578;189.02131128565412;0.3965782437630539;1.0;
45;;;;0.1152160145118724;0.0043160145118724;0.0044839854881275;2020-11-18 11:47:15.932316;2020-11-18 12:47:15.932316;2020-11-18 14:17:15.932316;2020-11-18 15:17:15.932316;2020-11-18 14:36:00;36.32978715855493;324.1267682121957;287.7969810536408;133.3276824891133;8.320957984313672;6.408653287683844;80.02214492636715;43.69235776781222;0.9729399218512276;133.58708492850093;0.4641712516907966;1.0;
46;;;;0.1249833988976136;0.0052833988976136;0.0055166011023864;2020-11-18 11:46:45.834050;2020-11-18 12:46:45.834050;2020-11-18 14:16:45.834050;2020-11-18 15:16:45.834050;2020-11-18 14:30:00;36.78939547648003;354.6912091123694;317.90181363588937;125.42692973886956;7.545003711005551;7.687177898933736;87.10850848587765;50.31911300939762;1.2167655446685424;125.65365806341816;0.3952593306288472;1.0;
